order_id,customer_name,city,product_name,category,price,quantity,revenue,order_date
758,Meera,Hyderabad,Mouse,Accessories,757,2,1514,02-05-2023
759,Meera,Hyderabad,Phone,Electronics,29913,2,59826,06-02-2023
760,Rohit,Delhi,Laptop,Electronics,70345,1,70345,08-11-2023
761,Rohit,Delhi,Keyboard,Accessories,1670,3,5010,12-04-2024
762,Anita,Chennai,Laptop,Electronics,70336,1,70336,10-04-2024
763,Anita,Delhi,Mouse,Accessories,1033,3,3099,08-01-2024
764,Meera,Hyderabad,Phone,Electronics,30277,3,90831,16-08-2023
765,Rahul,Chennai,Chair,Furniture,8349,3,25047,26-10-2023
766,Rohit,Delhi,Chair,Furniture,8218,1,8218,16-02-2023
767,Arun,Mumbai,Headphones,Accessories,3341,3,10023,24-02-2024
768,Priya,Chennai,Keyboard,Accessories,1192,1,1192,07-02-2024
769,Sneha,Mumbai,Keyboard,Accessories,1733,2,3466,21-04-2023
770,Kiran,Hyderabad,Phone,Electronics,30290,2,60580,13-04-2024
771,Neha,Delhi,Headphones,Accessories,3486,2,6972,05-01-2023
772,Rohit,Hyderabad,Table,Furniture,10358,3,31074,09-05-2024
773,Rohit,Bangalore,Headphones,Accessories,3248,1,3248,17-04-2023
774,Kiran,Delhi,Chair,Furniture,8016,2,16032,04-03-2024
775,Neha,Bangalore,Monitor,Electronics,11907,2,23814,29-10-2023
776,Meera,Bangalore,Headphones,Accessories,2922,3,8766,08-06-2024
777,Vikram,Delhi,Chair,Furniture,8228,3,24684,20-07-2024
778,Sneha,Bangalore,Keyboard,Accessories,1639,3,4917,25-10-2023
779,Anita,Bangalore,Headphones,Accessories,3015,3,9045,27-11-2023
780,Priya,Chennai,Mouse,Accessories,896,3,2688,03-03-2024
781,Rohit,Chennai,Table,Furniture,10327,1,10327,19-06-2024
782,Priya,Hyderabad,Table,Furniture,9648,1,9648,27-02-2023
783,Sneha,Chennai,Headphones,Accessories,2793,3,8379,14-09-2023
784,Arun,Hyderabad,Monitor,Electronics,11708,3,35124,03-02-2023
785,Anita,Mumbai,Phone,Electronics,30130,3,90390,29-07-2024
786,Sneha,Delhi,Table,Furniture,9743,3,29229,22-10-2023
787,Rahul,Mumbai,Table,Furniture,9926,3,29778,17-11-2023
788,Rohit,Hyderabad,Laptop,Electronics,70261,2,140522,27-07-2023
789,Neha,Mumbai,Keyboard,Accessories,1933,3,5799,12-01-2024
790,Neha,Delhi,Keyboard,Accessories,1794,3,5382,18-07-2023
791,Vikram,Mumbai,Headphones,Accessories,3199,1,3199,11-07-2023
792,Arun,Delhi,Phone,Electronics,29886,1,29886,14-03-2024
793,Vikram,Delhi,Monitor,Electronics,11633,1,11633,21-08-2024
794,Vikram,Hyderabad,Chair,Furniture,7977,3,23931,08-06-2023
795,Rahul,Bangalore,Chair,Furniture,8111,1,8111,05-11-2023
796,Meera,Delhi,Chair,Furniture,7574,3,22722,22-11-2023
797,Rohit,Bangalore,Headphones,Accessories,3033,1,3033,01-06-2024
798,Arun,Mumbai,Table,Furniture,9594,2,19188,15-08-2023
799,Sneha,Chennai,Chair,Furniture,7869,2,15738,12-08-2023
800,Neha,Delhi,Mouse,Accessories,874,3,2622,10-01-2023
801,Priya,Chennai,Mouse,Accessories,546,3,1638,07-09-2023
802,Rahul,Chennai,Table,Furniture,10437,1,10437,31-01-2024
803,Vikram,Delhi,Monitor,Electronics,11525,3,34575,19-01-2024
804,Rohit,Delhi,Mouse,Accessories,798,1,798,31-10-2023
805,Sneha,Chennai,Phone,Electronics,30470,1,30470,21-06-2023
806,Rohit,Delhi,Laptop,Electronics,70141,1,70141,04-08-2023
807,Sneha,Mumbai,Phone,Electronics,29710,3,89130,21-03-2024
808,Priya,Bangalore,Laptop,Electronics,69970,3,209910,06-12-2023
809,Rahul,Hyderabad,Phone,Electronics,29555,1,29555,15-09-2023
810,Rohit,Hyderabad,Keyboard,Accessories,1932,2,3864,22-02-2024
811,Kiran,Mumbai,Table,Furniture,9943,2,19886,18-01-2023
812,Kiran,Hyderabad,Laptop,Electronics,70156,3,210468,06-03-2023
813,Neha,Hyderabad,Phone,Electronics,29866,3,89598,19-04-2023
814,Vikram,Chennai,Phone,Electronics,29788,2,59576,26-01-2024
815,Kiran,Hyderabad,Mouse,Accessories,460,3,1380,14-08-2023
816,Arun,Mumbai,Monitor,Electronics,12483,3,37449,28-05-2023
817,Vikram,Chennai,Laptop,Electronics,70066,3,210198,25-05-2023
818,Priya,Hyderabad,Laptop,Electronics,70086,3,210258,08-02-2024
819,Rohit,Delhi,Phone,Electronics,29812,1,29812,19-12-2023
820,Sneha,Mumbai,Headphones,Accessories,2664,1,2664,15-08-2023
821,Neha,Chennai,Keyboard,Accessories,1117,1,1117,03-08-2024
822,Rahul,Delhi,Mouse,Accessories,960,3,2880,16-03-2023
823,Vikram,Hyderabad,Monitor,Electronics,11600,1,11600,17-08-2024
824,Meera,Chennai,Chair,Furniture,7631,3,22893,29-08-2023
825,Priya,Chennai,Phone,Electronics,30421,1,30421,22-11-2023
826,Meera,Mumbai,Chair,Furniture,8131,3,24393,10-11-2023
827,Neha,Bangalore,Chair,Furniture,8327,2,16654,14-03-2024
828,Arun,Hyderabad,Chair,Furniture,7752,1,7752,22-03-2024
829,Vikram,Chennai,Headphones,Accessories,3195,3,9585,06-12-2023
830,Meera,Mumbai,Mouse,Accessories,667,2,1334,13-05-2024
831,Rohit,Hyderabad,Headphones,Accessories,3161,3,9483,25-03-2023
832,Vikram,Bangalore,Keyboard,Accessories,1269,3,3807,20-03-2023
833,Priya,Hyderabad,Laptop,Electronics,70332,3,210996,15-08-2024
834,Kiran,Delhi,Keyboard,Accessories,1928,1,1928,18-07-2024
835,Vikram,Delhi,Mouse,Accessories,969,1,969,10-01-2024
836,Kiran,Bangalore,Monitor,Electronics,11637,2,23274,28-05-2024
837,Rohit,Hyderabad,Table,Furniture,9872,3,29616,11-01-2023
838,Sneha,Delhi,Headphones,Accessories,3275,3,9825,24-05-2023
839,Meera,Bangalore,Headphones,Accessories,3079,3,9237,30-05-2023
840,Meera,Chennai,Laptop,Electronics,69724,2,139448,26-08-2023
841,Priya,Chennai,Chair,Furniture,7739,1,7739,31-07-2023
842,Rohit,Chennai,Table,Furniture,9980,2,19960,17-02-2023
843,Rahul,Chennai,Phone,Electronics,30220,3,90660,08-10-2023
844,Vikram,Delhi,Headphones,Accessories,2885,3,8655,23-01-2024
845,Anita,Delhi,Phone,Electronics,30029,2,60058,21-01-2024
846,Sneha,Delhi,Table,Furniture,9861,2,19722,13-05-2024
847,Meera,Delhi,Laptop,Electronics,70013,1,70013,26-03-2024
848,Arun,Bangalore,Phone,Electronics,30026,3,90078,15-10-2023
849,Sneha,Bangalore,Headphones,Accessories,2661,2,5322,02-05-2023
850,Sneha,Mumbai,Chair,Furniture,8237,1,8237,08-05-2024
851,Meera,Mumbai,Keyboard,Accessories,1604,1,1604,25-02-2024
852,Rahul,Bangalore,Laptop,Electronics,69630,3,208890,14-06-2023
853,Arun,Delhi,Laptop,Electronics,70412,3,211236,31-05-2023
854,Rahul,Bangalore,Monitor,Electronics,12444,1,12444,13-06-2024
855,Kiran,Delhi,Laptop,Electronics,70399,3,211197,18-10-2023
856,Priya,Bangalore,Mouse,Accessories,921,2,1842,08-05-2024
857,Arun,Bangalore,Table,Furniture,10115,1,10115,19-08-2024
858,Arun,Delhi,Monitor,Electronics,11671,3,35013,17-12-2023
859,Meera,Delhi,Phone,Electronics,29735,2,59470,30-01-2024
860,Arun,Hyderabad,Laptop,Electronics,69707,3,209121,31-05-2024
861,Kiran,Bangalore,Phone,Electronics,29681,2,59362,09-02-2023
862,Rohit,Delhi,Phone,Electronics,29595,2,59190,14-05-2023
863,Neha,Delhi,Laptop,Electronics,70418,3,211254,17-03-2024
864,Rohit,Mumbai,Chair,Furniture,8395,1,8395,26-06-2024
865,Kiran,Bangalore,Mouse,Accessories,1108,2,2216,25-12-2023
866,Neha,Delhi,Phone,Electronics,29935,1,29935,18-09-2023
867,Meera,Bangalore,Phone,Electronics,29790,3,89370,10-07-2024
868,Kiran,Chennai,Keyboard,Accessories,1005,3,3015,08-01-2023
869,Neha,Delhi,Phone,Electronics,30032,1,30032,20-01-2024
870,Sneha,Chennai,Table,Furniture,9870,1,9870,08-06-2023
871,Kiran,Delhi,Monitor,Electronics,11767,3,35301,09-03-2024
872,Neha,Chennai,Monitor,Electronics,12196,2,24392,28-07-2023
873,Kiran,Delhi,Mouse,Accessories,483,2,966,26-07-2024
874,Rohit,Mumbai,Monitor,Electronics,11814,3,35442,19-12-2023
875,Kiran,Bangalore,Phone,Electronics,30265,1,30265,02-04-2024
876,Arun,Hyderabad,Keyboard,Accessories,1520,2,3040,13-12-2023
877,Rohit,Delhi,Laptop,Electronics,69664,2,139328,06-01-2023
878,Priya,Bangalore,Mouse,Accessories,1248,3,3744,21-03-2024
879,Priya,Hyderabad,Monitor,Electronics,11727,2,23454,23-03-2023
880,Neha,Hyderabad,Table,Furniture,10453,2,20906,17-06-2024
881,Vikram,Delhi,Laptop,Electronics,70468,1,70468,21-05-2024
882,Meera,Hyderabad,Keyboard,Accessories,1870,3,5610,14-06-2024
883,Vikram,Bangalore,Laptop,Electronics,70302,3,210906,06-06-2024
884,Rohit,Bangalore,Headphones,Accessories,3190,1,3190,04-01-2024
885,Sneha,Hyderabad,Headphones,Accessories,2588,2,5176,14-02-2024
886,Anita,Mumbai,Table,Furniture,10100,1,10100,14-06-2024
887,Rahul,Hyderabad,Phone,Electronics,30062,2,60124,26-07-2024
888,Neha,Chennai,Chair,Furniture,8486,2,16972,20-08-2023
889,Neha,Bangalore,Mouse,Accessories,1252,2,2504,11-08-2024
890,Rahul,Chennai,Headphones,Accessories,2916,3,8748,20-04-2023
891,Rohit,Hyderabad,Monitor,Electronics,11848,1,11848,09-06-2024
892,Vikram,Delhi,Monitor,Electronics,12210,2,24420,22-01-2024
893,Neha,Mumbai,Keyboard,Accessories,1775,2,3550,14-04-2024
894,Meera,Delhi,Laptop,Electronics,69993,1,69993,22-09-2023
895,Priya,Mumbai,Keyboard,Accessories,1693,3,5079,24-08-2023
896,Anita,Mumbai,Chair,Furniture,8028,3,24084,10-01-2023
897,Vikram,Bangalore,Monitor,Electronics,11595,2,23190,17-12-2023
898,Priya,Delhi,Headphones,Accessories,2987,2,5974,29-12-2023
899,Sneha,Delhi,Monitor,Electronics,11687,3,35061,14-07-2023
900,Meera,Bangalore,Keyboard,Accessories,1753,1,1753,29-09-2023
901,Sneha,Bangalore,Keyboard,Accessories,1854,1,1854,31-12-2023
902,Arun,Hyderabad,Phone,Electronics,30442,1,30442,19-05-2024
903,Neha,Hyderabad,Laptop,Electronics,70368,2,140736,16-01-2024
904,Neha,Chennai,Mouse,Accessories,1219,3,3657,09-10-2023
905,Meera,Bangalore,Monitor,Electronics,11907,1,11907,13-08-2024
906,Arun,Hyderabad,Table,Furniture,9989,3,29967,03-02-2023
907,Rohit,Chennai,Table,Furniture,10381,3,31143,28-06-2023
908,Meera,Hyderabad,Mouse,Accessories,623,3,1869,09-01-2023
909,Rahul,Bangalore,Table,Furniture,10094,1,10094,30-11-2023
910,Anita,Delhi,Monitor,Electronics,11691,3,35073,27-09-2023
911,Sneha,Chennai,Mouse,Accessories,1281,3,3843,18-12-2023
912,Anita,Bangalore,Mouse,Accessories,734,1,734,05-03-2024
913,Anita,Chennai,Table,Furniture,9786,2,19572,04-07-2023
914,Neha,Bangalore,Keyboard,Accessories,1833,1,1833,04-10-2023
915,Sneha,Delhi,Table,Furniture,10376,2,20752,20-07-2023
916,Arun,Bangalore,Mouse,Accessories,1125,1,1125,30-06-2023
917,Kiran,Mumbai,Headphones,Accessories,3414,3,10242,13-06-2024
918,Rohit,Chennai,Mouse,Accessories,607,2,1214,29-07-2024
919,Neha,Hyderabad,Table,Furniture,9601,3,28803,17-06-2023
920,Rahul,Bangalore,Monitor,Electronics,11987,3,35961,09-04-2023
921,Meera,Chennai,Monitor,Electronics,11869,2,23738,27-07-2024
922,Rohit,Chennai,Chair,Furniture,7520,2,15040,05-05-2023
923,Anita,Delhi,Keyboard,Accessories,1590,3,4770,05-07-2024
924,Arun,Chennai,Chair,Furniture,7832,3,23496,06-06-2024
925,Meera,Mumbai,Phone,Electronics,29890,3,89670,21-10-2023
926,Meera,Bangalore,Headphones,Accessories,3155,2,6310,07-03-2024
927,Neha,Delhi,Table,Furniture,10369,1,10369,23-03-2023
928,Arun,Chennai,Keyboard,Accessories,1321,2,2642,26-10-2023
929,Vikram,Delhi,Table,Furniture,9777,2,19554,07-01-2024
930,Neha,Delhi,Mouse,Accessories,723,1,723,08-07-2023
931,Rahul,Bangalore,Keyboard,Accessories,1677,2,3354,23-03-2023
932,Sneha,Bangalore,Table,Furniture,9605,1,9605,07-03-2023
933,Meera,Delhi,Laptop,Electronics,69526,2,139052,20-06-2024
934,Priya,Hyderabad,Monitor,Electronics,12132,1,12132,28-03-2023
935,Kiran,Chennai,Keyboard,Accessories,1253,3,3759,18-10-2023
936,Meera,Bangalore,Headphones,Accessories,3039,1,3039,30-01-2023
937,Rahul,Chennai,Chair,Furniture,8384,2,16768,23-04-2024
938,Rohit,Chennai,Mouse,Accessories,438,3,1314,06-07-2024
939,Arun,Delhi,Mouse,Accessories,946,3,2838,31-07-2024
940,Kiran,Delhi,Monitor,Electronics,12430,2,24860,08-05-2024
941,Rohit,Bangalore,Phone,Electronics,29952,2,59904,10-01-2024
942,Kiran,Chennai,Headphones,Accessories,2810,1,2810,01-01-2023
943,Rohit,Bangalore,Chair,Furniture,7793,2,15586,01-07-2024
944,Rahul,Mumbai,Mouse,Accessories,606,1,606,16-03-2024
945,Vikram,Delhi,Keyboard,Accessories,1815,1,1815,15-07-2024
946,Anita,Bangalore,Table,Furniture,10403,3,31209,23-03-2024
947,Kiran,Bangalore,Headphones,Accessories,3232,3,9696,04-02-2024
948,Kiran,Bangalore,Monitor,Electronics,11581,2,23162,03-09-2023
949,Rohit,Delhi,Monitor,Electronics,11791,3,35373,28-06-2024
950,Vikram,Mumbai,Keyboard,Accessories,1873,1,1873,06-07-2023
951,Arun,Chennai,Phone,Electronics,30152,2,60304,08-04-2024
952,Vikram,Delhi,Mouse,Accessories,492,2,984,20-01-2023
953,Arun,Hyderabad,Laptop,Electronics,69690,1,69690,16-10-2023
954,Vikram,Bangalore,Mouse,Accessories,1044,1,1044,27-08-2023
955,Priya,Bangalore,Laptop,Electronics,70005,1,70005,17-12-2023
956,Kiran,Chennai,Mouse,Accessories,680,2,1360,02-02-2023
957,Anita,Hyderabad,Headphones,Accessories,2557,2,5114,06-02-2024
958,Priya,Delhi,Mouse,Accessories,485,1,485,14-09-2023
959,Kiran,Hyderabad,Phone,Electronics,30497,3,91491,12-09-2023
960,Kiran,Mumbai,Keyboard,Accessories,1755,1,1755,23-07-2023
961,Meera,Hyderabad,Keyboard,Accessories,1484,2,2968,16-11-2023
962,Anita,Bangalore,Laptop,Electronics,70262,3,210786,17-06-2024
963,Priya,Chennai,Mouse,Accessories,953,2,1906,23-07-2023
964,Anita,Hyderabad,Keyboard,Accessories,1996,1,1996,30-08-2023
965,Kiran,Chennai,Laptop,Electronics,69671,2,139342,21-08-2024
966,Priya,Mumbai,Keyboard,Accessories,1009,1,1009,18-08-2024
967,Meera,Delhi,Headphones,Accessories,2880,1,2880,12-09-2023
968,Arun,Mumbai,Phone,Electronics,30202,3,90606,13-12-2023
969,Rahul,Hyderabad,Chair,Furniture,8160,1,8160,03-07-2024
970,Priya,Bangalore,Mouse,Accessories,538,2,1076,25-07-2024
971,Anita,Mumbai,Keyboard,Accessories,1021,3,3063,22-01-2024
972,Anita,Bangalore,Monitor,Electronics,12420,1,12420,11-05-2024
973,Meera,Delhi,Monitor,Electronics,12055,3,36165,16-05-2024
974,Sneha,Delhi,Headphones,Accessories,3056,2,6112,28-11-2023
975,Meera,Chennai,Headphones,Accessories,2570,3,7710,08-06-2023
976,Meera,Chennai,Monitor,Electronics,12054,2,24108,09-04-2024
977,Rahul,Delhi,Table,Furniture,10251,1,10251,20-01-2023
978,Neha,Chennai,Keyboard,Accessories,1328,3,3984,06-03-2023
979,Rohit,Mumbai,Keyboard,Accessories,1536,3,4608,24-05-2024
980,Rohit,Bangalore,Monitor,Electronics,11830,2,23660,26-11-2023
981,Priya,Hyderabad,Phone,Electronics,29544,1,29544,02-07-2023
982,Rahul,Bangalore,Phone,Electronics,29997,1,29997,12-04-2023
983,Rahul,Delhi,Table,Furniture,10173,2,20346,22-06-2024
984,Neha,Delhi,Monitor,Electronics,11550,2,23100,15-08-2023
985,Neha,Hyderabad,Laptop,Electronics,70452,1,70452,18-05-2024
986,Priya,Mumbai,Laptop,Electronics,69869,3,209607,01-03-2024
987,Anita,Hyderabad,Monitor,Electronics,12041,1,12041,14-03-2023
988,Vikram,Hyderabad,Keyboard,Accessories,1983,3,5949,10-04-2023
989,Priya,Bangalore,Table,Furniture,9694,1,9694,22-06-2024
990,Sneha,Delhi,Headphones,Accessories,3071,3,9213,25-07-2024
991,Kiran,Hyderabad,Chair,Furniture,8190,2,16380,13-03-2024
992,Priya,Bangalore,Headphones,Accessories,3063,2,6126,31-05-2024
993,Anita,Bangalore,Mouse,Accessories,1255,2,2510,19-11-2023
994,Rohit,Chennai,Chair,Furniture,7922,3,23766,16-03-2024
995,Anita,Delhi,Keyboard,Accessories,1576,3,4728,08-08-2023
996,Kiran,Delhi,Monitor,Electronics,11868,2,23736,03-04-2024
997,Kiran,Hyderabad,Laptop,Electronics,69791,3,209373,17-01-2023
998,Rohit,Bangalore,Monitor,Electronics,11506,2,23012,16-08-2023
999,Sneha,Chennai,Laptop,Electronics,70290,3,210870,10-10-2023
1000,Rohit,Delhi,Headphones,Accessories,2596,1,2596,16-04-2024
1001,Anita,Bangalore,Headphones,Accessories,2771,2,5542,19-08-2024
1002,Sneha,Bangalore,Monitor,Electronics,12330,2,24660,05-04-2023
1003,Neha,Mumbai,Keyboard,Accessories,1751,1,1751,29-11-2023
1004,Meera,Bangalore,Mouse,Accessories,1145,3,3435,13-08-2024
1005,Priya,Delhi,Monitor,Electronics,11538,3,34614,13-08-2024
1006,Kiran,Hyderabad,Laptop,Electronics,70443,2,140886,23-12-2023
1007,Kiran,Mumbai,Phone,Electronics,30390,1,30390,12-01-2023
1008,Kiran,Hyderabad,Monitor,Electronics,12036,1,12036,23-11-2023
1009,Rohit,Delhi,Headphones,Accessories,2834,3,8502,15-08-2023
1010,Arun,Hyderabad,Table,Furniture,10494,2,20988,12-08-2024
1011,Rohit,Hyderabad,Keyboard,Accessories,1442,2,2884,08-02-2024
1012,Arun,Bangalore,Chair,Furniture,7584,2,15168,08-08-2024
1013,Rahul,Delhi,Table,Furniture,9768,1,9768,13-02-2024
1014,Rohit,Mumbai,Headphones,Accessories,3280,1,3280,07-05-2024
1015,Rohit,Bangalore,Mouse,Accessories,704,3,2112,08-08-2024
1016,Sneha,Delhi,Keyboard,Accessories,1248,1,1248,30-09-2023
1017,Kiran,Chennai,Phone,Electronics,29615,3,88845,28-02-2024
1018,Kiran,Chennai,Chair,Furniture,7695,2,15390,19-12-2023
1019,Neha,Hyderabad,Monitor,Electronics,11673,2,23346,28-03-2024
1020,Neha,Bangalore,Mouse,Accessories,345,1,345,24-07-2023
1021,Anita,Bangalore,Phone,Electronics,29615,3,88845,25-02-2023
1022,Sneha,Delhi,Headphones,Accessories,3389,2,6778,15-01-2023
1023,Anita,Hyderabad,Monitor,Electronics,11960,2,23920,24-01-2023
1024,Anita,Bangalore,Keyboard,Accessories,1208,3,3624,19-06-2024
1025,Vikram,Delhi,Mouse,Accessories,937,3,2811,25-05-2023
1026,Rahul,Mumbai,Laptop,Electronics,69761,1,69761,03-03-2023
1027,Vikram,Bangalore,Monitor,Electronics,11554,2,23108,09-01-2023
1028,Priya,Mumbai,Monitor,Electronics,12178,3,36534,04-01-2024
1029,Priya,Hyderabad,Monitor,Electronics,12388,3,37164,31-01-2024
1030,Sneha,Mumbai,Phone,Electronics,30425,2,60850,11-05-2024
1031,Neha,Delhi,Phone,Electronics,29690,1,29690,27-05-2024
1032,Meera,Delhi,Laptop,Electronics,69540,1,69540,26-06-2024
1033,Vikram,Chennai,Mouse,Accessories,702,3,2106,10-06-2023
1034,Rahul,Chennai,Chair,Furniture,7863,3,23589,06-11-2023
1035,Sneha,Delhi,Monitor,Electronics,12331,1,12331,21-09-2023
1036,Kiran,Hyderabad,Monitor,Electronics,11730,1,11730,16-12-2023
1037,Kiran,Bangalore,Phone,Electronics,30247,2,60494,17-06-2024
1038,Neha,Bangalore,Table,Furniture,9746,3,29238,06-06-2023
1039,Kiran,Chennai,Chair,Furniture,7959,3,23877,15-05-2023
1040,Sneha,Bangalore,Keyboard,Accessories,1883,1,1883,13-11-2023
1041,Rohit,Bangalore,Table,Furniture,10430,1,10430,01-08-2024
1042,Arun,Chennai,Phone,Electronics,30070,3,90210,02-05-2023
1043,Arun,Chennai,Headphones,Accessories,3244,1,3244,23-11-2023
1044,Kiran,Mumbai,Monitor,Electronics,11953,3,35859,08-10-2023
1045,Arun,Bangalore,Phone,Electronics,29634,1,29634,27-01-2023
1046,Neha,Delhi,Monitor,Electronics,12120,3,36360,25-08-2023
1047,Neha,Bangalore,Keyboard,Accessories,1703,1,1703,03-01-2024
1048,Priya,Mumbai,Headphones,Accessories,3014,3,9042,25-04-2024
1049,Anita,Bangalore,Table,Furniture,10003,2,20006,21-05-2023
1050,Arun,Bangalore,Keyboard,Accessories,1033,2,2066,16-01-2023
1051,Vikram,Mumbai,Keyboard,Accessories,1760,3,5280,27-07-2023
1052,Sneha,Hyderabad,Headphones,Accessories,3449,2,6898,16-05-2024
1053,Anita,Mumbai,Keyboard,Accessories,1437,2,2874,12-02-2023
1054,Neha,Mumbai,Chair,Furniture,7903,3,23709,08-08-2024
1055,Neha,Delhi,Laptop,Electronics,70033,1,70033,07-04-2024
1056,Meera,Hyderabad,Keyboard,Accessories,1531,3,4593,10-02-2024
1057,Rahul,Delhi,Table,Furniture,10028,3,30084,20-02-2023
1058,Sneha,Chennai,Mouse,Accessories,707,2,1414,20-10-2023
1059,Meera,Bangalore,Table,Furniture,9801,3,29403,25-02-2023
1060,Rohit,Bangalore,Mouse,Accessories,1149,3,3447,07-04-2024
1061,Priya,Delhi,Phone,Electronics,29684,3,89052,13-07-2024
1062,Arun,Mumbai,Table,Furniture,9831,2,19662,26-01-2023
1063,Arun,Mumbai,Keyboard,Accessories,1903,2,3806,03-04-2023
1064,Vikram,Chennai,Headphones,Accessories,3235,3,9705,07-05-2023
1065,Priya,Hyderabad,Mouse,Accessories,949,2,1898,29-03-2023
1066,Rohit,Mumbai,Headphones,Accessories,2887,3,8661,25-01-2024
1067,Rahul,Bangalore,Chair,Furniture,8079,3,24237,03-06-2023
1068,Arun,Bangalore,Headphones,Accessories,3287,3,9861,22-02-2023
1069,Kiran,Chennai,Monitor,Electronics,12247,2,24494,23-10-2023
1070,Arun,Hyderabad,Headphones,Accessories,3483,1,3483,04-01-2023
1071,Neha,Chennai,Laptop,Electronics,69969,2,139938,25-05-2024
1072,Rohit,Hyderabad,Mouse,Accessories,543,1,543,02-05-2024
1073,Meera,Mumbai,Mouse,Accessories,381,3,1143,07-01-2023
1074,Sneha,Delhi,Monitor,Electronics,12134,3,36402,24-07-2024
1075,Sneha,Hyderabad,Headphones,Accessories,2651,1,2651,24-12-2023
1076,Rahul,Bangalore,Laptop,Electronics,70183,3,210549,02-11-2023
1077,Anita,Hyderabad,Laptop,Electronics,69611,2,139222,02-07-2023
1078,Arun,Chennai,Headphones,Accessories,3489,2,6978,15-08-2024
1079,Anita,Hyderabad,Phone,Electronics,30286,2,60572,27-11-2023
1080,Anita,Mumbai,Phone,Electronics,30276,2,60552,17-07-2024
1081,Priya,Chennai,Mouse,Accessories,437,1,437,09-10-2023
1082,Anita,Delhi,Table,Furniture,10037,1,10037,03-08-2023
1083,Neha,Hyderabad,Phone,Electronics,30085,3,90255,25-06-2024
1084,Priya,Mumbai,Monitor,Electronics,11937,3,35811,21-11-2023
1085,Vikram,Delhi,Chair,Furniture,8449,1,8449,30-07-2024
1086,Meera,Delhi,Mouse,Accessories,804,1,804,27-08-2023
1087,Vikram,Bangalore,Laptop,Electronics,69621,1,69621,21-04-2024
1088,Priya,Bangalore,Table,Furniture,9923,1,9923,08-12-2023
1089,Anita,Delhi,Keyboard,Accessories,1011,3,3033,26-07-2023
1090,Vikram,Chennai,Phone,Electronics,29815,2,59630,02-06-2024
1091,Rohit,Chennai,Laptop,Electronics,69616,3,208848,08-12-2023
1092,Anita,Mumbai,Laptop,Electronics,70352,1,70352,18-07-2023
1093,Anita,Chennai,Mouse,Accessories,1238,2,2476,06-02-2023
1094,Arun,Mumbai,Headphones,Accessories,3142,2,6284,03-07-2024
1095,Anita,Mumbai,Table,Furniture,10450,3,31350,27-02-2023
1096,Rohit,Chennai,Chair,Furniture,8068,3,24204,20-01-2023
1097,Sneha,Delhi,Chair,Furniture,8318,2,16636,09-03-2023
1098,Arun,Chennai,Laptop,Electronics,69847,2,139694,01-07-2024
1099,Arun,Delhi,Table,Furniture,9691,3,29073,30-04-2023
1100,Vikram,Chennai,Laptop,Electronics,69778,2,139556,30-03-2023
1101,Meera,Bangalore,Chair,Furniture,7962,2,15924,10-08-2023
1102,Rohit,Chennai,Headphones,Accessories,2614,2,5228,08-02-2023
1103,Sneha,Hyderabad,Mouse,Accessories,818,1,818,09-05-2024
1104,Rohit,Bangalore,Keyboard,Accessories,1348,2,2696,20-06-2024
1105,Vikram,Chennai,Headphones,Accessories,3287,1,3287,12-06-2024
1106,Arun,Bangalore,Laptop,Electronics,69970,2,139940,18-06-2024
1107,Priya,Hyderabad,Monitor,Electronics,12454,1,12454,31-03-2023
1108,Anita,Mumbai,Laptop,Electronics,69605,3,208815,16-11-2023
1109,Rahul,Delhi,Monitor,Electronics,12154,1,12154,25-11-2023
1110,Sneha,Bangalore,Monitor,Electronics,11783,3,35349,23-11-2023
1111,Meera,Hyderabad,Monitor,Electronics,11652,1,11652,08-10-2023
1112,Priya,Hyderabad,Phone,Electronics,29711,3,89133,25-12-2023
1113,Rohit,Chennai,Monitor,Electronics,11644,3,34932,18-10-2023
1114,Neha,Bangalore,Headphones,Accessories,2572,2,5144,13-12-2023
1115,Rohit,Mumbai,Laptop,Electronics,69633,1,69633,27-04-2024
1116,Rahul,Hyderabad,Table,Furniture,9555,1,9555,12-03-2024
1117,Kiran,Bangalore,Mouse,Accessories,931,2,1862,16-11-2023
1118,Anita,Bangalore,Phone,Electronics,30497,2,60994,04-08-2024
1119,Arun,Hyderabad,Mouse,Accessories,399,2,798,14-11-2023
1120,Meera,Mumbai,Keyboard,Accessories,1970,1,1970,28-05-2023
1121,Neha,Chennai,Chair,Furniture,7901,1,7901,05-12-2023
1122,Anita,Mumbai,Mouse,Accessories,330,1,330,01-05-2024
1123,Priya,Chennai,Mouse,Accessories,772,1,772,17-10-2023
1124,Anita,Delhi,Headphones,Accessories,3020,1,3020,20-02-2024
1125,Priya,Chennai,Phone,Electronics,30311,2,60622,29-06-2024
1126,Meera,Mumbai,Table,Furniture,9744,3,29232,07-09-2023
1127,Rohit,Bangalore,Mouse,Accessories,693,1,693,15-12-2023
1128,Sneha,Delhi,Table,Furniture,10303,2,20606,03-08-2024
1129,Anita,Delhi,Keyboard,Accessories,1177,3,3531,21-03-2023
1130,Neha,Mumbai,Phone,Electronics,30106,3,90318,19-04-2024
1131,Anita,Delhi,Phone,Electronics,30341,2,60682,30-06-2023
1132,Vikram,Mumbai,Phone,Electronics,30112,1,30112,24-01-2024
1133,Anita,Mumbai,Laptop,Electronics,69592,1,69592,23-05-2023
